entry_date,status,skip_reason,expiry_date,next_trading_day,spot_signal_timestamp,spot_signal_close,spot_sma_25,spot_signal_relation,atm_strike,bought_side,contract_name,option_entry_timestamp,option_entry_open,option_exit_timestamp,option_exit_open,gross_pnl,brokerage,net_pnl,remarks
2025-01-01,TRADED,,2025-01-02,2025-01-02,2025-01-01T15:15:00+05:30,23758.7,23718.99,ABOVE_SMA,23750,CE,NIFTY_23750_CE_02_JAN_25.csv,2025-01-01T15:29:00+05:30,146.44,2025-01-02T09:16:00+05:30,136.69,-3055.00,50.00,-3105.00,
2025-01-02,TRADED,,2025-01-09,2025-01-03,2025-01-02T15:15:00+05:30,24167.95,24012.97,ABOVE_SMA,24150,CE,NIFTY_24150_CE_09_JAN_25.csv,2025-01-02T15:29:00+05:30,201.3,2025-01-03T09:16:00+05:30,183.9,-5044.00,50.00,-5094.00,
2025-01-03,TRADED,,2025-01-09,2025-01-06,2025-01-03T15:15:00+05:30,23990.15,24065.33,BELOW_SMA,24000,PE,NIFTY_24000_PE_09_JAN_25.csv,2025-01-03T15:29:00+05:30,164.3,2025-01-06T09:16:00+05:30,138.25,-7293.00,50.00,-7343.00,
2025-01-06,TRADED,,2025-01-09,2025-01-07,2025-01-06T15:15:00+05:30,23629.6,23748.89,BELOW_SMA,23650,PE,NIFTY_23650_PE_09_JAN_25.csv,2025-01-06T15:29:00+05:30,196.85,2025-01-07T09:16:00+05:30,126.3,-18863.00,50.00,-18913.00,
2025-01-07,TRADED,,2025-01-09,2025-01-08,2025-01-07T15:15:00+05:30,23694.6,23727.07,BELOW_SMA,23700,PE,NIFTY_23700_PE_09_JAN_25.csv,2025-01-07T15:29:00+05:30,118.85,2025-01-08T09:16:00+05:30,120.25,-156.00,50.00,-206.00,
2025-01-08,TRADED,,2025-01-09,2025-01-09,2025-01-08T15:15:00+05:30,23675.2,23611.72,ABOVE_SMA,23700,CE,NIFTY_23700_CE_09_JAN_25.csv,2025-01-08T15:29:00+05:30,56.6,2025-01-09T09:16:00+05:30,25.25,-8671.00,50.00,-8721.00,
2025-01-09,TRADED,,2025-01-16,2025-01-10,2025-01-09T15:15:00+05:30,23557.2,23561.38,BELOW_SMA,23550,PE,NIFTY_23550_PE_16_JAN_25.csv,2025-01-09T15:29:00+05:30,151.25,2025-01-10T09:16:00+05:30,163.8,2743.00,50.00,2693.00,
2025-01-10,TRADED,,2025-01-16,2025-01-13,2025-01-10T15:15:00+05:30,23437.35,23475.84,BELOW_SMA,23450,PE,NIFTY_23450_PE_16_JAN_25.csv,2025-01-10T15:29:00+05:30,152.25,2025-01-13T09:16:00+05:30,272.14,30651.40,50.00,30601.40,
2025-01-13,TRADED,,2025-01-16,2025-01-14,2025-01-13T15:15:00+05:30,23088.7,23198.22,BELOW_SMA,23100,PE,NIFTY_23100_PE_16_JAN_25.csv,2025-01-13T15:29:00+05:30,115.85,2025-01-14T09:16:00+05:30,68.4,-12857.00,50.00,-12907.00,
2025-01-14,TRADED,,2025-01-16,2025-01-15,2025-01-14T15:15:00+05:30,23206.85,23183.34,ABOVE_SMA,23200,CE,NIFTY_23200_CE_16_JAN_25.csv,2025-01-14T15:29:00+05:30,114.85,2025-01-15T09:16:00+05:30,114.2,-689.00,50.00,-739.00,
2025-01-15,TRADED,,2025-01-16,2025-01-16,2025-01-15T15:15:00+05:30,23228.1,23219.45,ABOVE_SMA,23250,CE,NIFTY_23250_CE_16_JAN_25.csv,2025-01-15T15:29:00+05:30,39.4,2025-01-16T09:16:00+05:30,87.35,11947.00,50.00,11897.00,
2025-01-16,TRADED,,2025-01-23,2025-01-17,2025-01-16T15:15:00+05:30,23350.8,23312.68,ABOVE_SMA,23350,CE,NIFTY_23350_CE_23_JAN_25.csv,2025-01-16T15:29:00+05:30,193.3,2025-01-17T09:16:00+05:30,124.15,-18499.00,50.00,-18549.00,
2025-01-17,TRADED,,2025-01-23,2025-01-20,2025-01-17T15:15:00+05:30,23203.1,23197.05,ABOVE_SMA,23200,CE,NIFTY_23200_CE_23_JAN_25.csv,2025-01-17T15:29:00+05:30,181.45,2025-01-20T09:16:00+05:30,198.9,4017.00,50.00,3967.00,
2025-01-20,TRADED,,2025-01-23,2025-01-21,2025-01-20T15:15:00+05:30,23337.05,23312.84,ABOVE_SMA,23350,CE,NIFTY_23350_CE_23_JAN_25.csv,2025-01-20T15:29:00+05:30,142.94,2025-01-21T09:16:00+05:30,153.0,2095.60,50.00,2045.60,
2025-01-21,TRADED,,2025-01-23,2025-01-22,2025-01-21T15:15:00+05:30,23053.05,23199.63,BELOW_SMA,23050,PE,NIFTY_23050_PE_23_JAN_25.csv,2025-01-21T15:29:00+05:30,104.0,2025-01-22T09:16:00+05:30,88.7,-4498.00,50.00,-4548.00,
2025-01-22,TRADED,,2025-01-23,2025-01-23,2025-01-22T15:15:00+05:30,23161.75,23072.46,ABOVE_SMA,23150,CE,NIFTY_23150_CE_23_JAN_25.csv,2025-01-22T15:29:00+05:30,68.15,2025-01-23T09:16:00+05:30,28.85,-10738.00,50.00,-10788.00,
2025-01-23,TRADED,,2025-01-30,2025-01-24,2025-01-23T15:15:00+05:30,23216.3,23224.13,BELOW_SMA,23200,PE,NIFTY_23200_PE_30_JAN_25.csv,2025-01-23T15:29:00+05:30,158.05,2025-01-24T09:16:00+05:30,155.1,-1287.00,50.00,-1337.00,
2025-01-24,TRADED,,2025-01-30,2025-01-27,2025-01-24T15:15:00+05:30,23090.35,23198.75,BELOW_SMA,23100,PE,NIFTY_23100_PE_30_JAN_25.csv,2025-01-24T15:29:00+05:30,159.0,2025-01-27T09:16:00+05:30,250.9,23374.00,50.00,23324.00,
2025-01-27,TRADED,,2025-01-30,2025-01-28,2025-01-27T15:15:00+05:30,22816.85,22877.90,BELOW_SMA,22800,PE,NIFTY_22800_PE_30_JAN_25.csv,2025-01-27T15:29:00+05:30,136.85,2025-01-28T09:16:00+05:30,79.25,-15496.00,50.00,-15546.00,
2025-01-28,TRADED,,2025-01-30,2025-01-29,2025-01-28T15:15:00+05:30,22976.3,22987.69,BELOW_SMA,23000,PE,NIFTY_23000_PE_30_JAN_25.csv,2025-01-28T15:29:00+05:30,144.0,2025-01-29T09:16:00+05:30,120.8,-6552.00,50.00,-6602.00,
2025-01-29,TRADED,,2025-01-30,2025-01-30,2025-01-29T15:15:00+05:30,23176.2,23113.26,ABOVE_SMA,23200,CE,NIFTY_23200_CE_30_JAN_25.csv,2025-01-29T15:29:00+05:30,128.9,2025-01-30T09:16:00+05:30,107.2,-6162.00,50.00,-6212.00,
2025-01-30,TRADED,,2025-02-06,2025-01-31,2025-01-30T15:15:00+05:30,23297.95,23239.75,ABOVE_SMA,23300,CE,NIFTY_23300_CE_06_FEB_25.csv,2025-01-30T15:29:00+05:30,344.0,2025-01-31T09:16:00+05:30,341.4,-1196.00,50.00,-1246.00,
2025-01-31,TRADED,,2025-02-06,2025-02-01,2025-01-31T15:15:00+05:30,23533.85,23442.03,ABOVE_SMA,23550,CE,NIFTY_23550_CE_06_FEB_25.csv,2025-01-31T15:29:00+05:30,259.5,2025-02-01T09:16:00+05:30,248.05,-3497.00,50.00,-3547.00,
2025-02-01,TRADED,,2025-02-06,2025-02-03,2025-02-01T15:15:00+05:30,23495.3,23508.35,BELOW_SMA,23500,PE,NIFTY_23500_PE_06_FEB_25.csv,2025-02-01T15:29:00+05:30,143.75,2025-02-03T09:16:00+05:30,246.85,26286.00,50.00,26236.00,
2025-02-03,TRADED,,2025-02-06,2025-02-04,2025-02-03T15:15:00+05:30,23359.7,23313.21,ABOVE_SMA,23350,CE,NIFTY_23350_CE_06_FEB_25.csv,2025-02-03T15:29:00+05:30,133.6,2025-02-04T09:16:00+05:30,191.65,14573.00,50.00,14523.00,
2025-02-04,TRADED,,2025-02-06,2025-02-05,2025-02-04T15:15:00+05:30,23707.7,23595.98,ABOVE_SMA,23700,CE,NIFTY_23700_CE_06_FEB_25.csv,2025-02-04T15:29:00+05:30,91.6,2025-02-05T09:16:00+05:30,115.25,5629.00,50.00,5579.00,
2025-02-05,TRADED,,2025-02-06,2025-02-06,2025-02-05T15:15:00+05:30,23686.75,23743.89,BELOW_SMA,23700,PE,NIFTY_23700_PE_06_FEB_25.csv,2025-02-05T15:29:00+05:30,89.45,2025-02-06T09:16:00+05:30,59.45,-8320.00,50.00,-8370.00,
2025-02-06,TRADED,,2025-02-13,2025-02-07,2025-02-06T15:15:00+05:30,23628.05,23611.54,ABOVE_SMA,23650,CE,NIFTY_23650_CE_13_FEB_25.csv,2025-02-06T15:29:00+05:30,191.8,2025-02-07T09:16:00+05:30,194.0,52.00,50.00,2.00,
2025-02-07,TRADED,,2025-02-13,2025-02-10,2025-02-07T15:15:00+05:30,23563.15,23571.58,BELOW_SMA,23550,PE,NIFTY_23550_PE_13_FEB_25.csv,2025-02-07T15:29:00+05:30,136.5,2025-02-10T09:16:00+05:30,172.5,8840.00,50.00,8790.00,
2025-02-10,TRADED,,2025-02-13,2025-02-11,2025-02-10T15:15:00+05:30,23376.05,23378.53,BELOW_SMA,23400,PE,NIFTY_23400_PE_13_FEB_25.csv,2025-02-10T15:29:00+05:30,134.35,2025-02-11T09:16:00+05:30,155.4,4953.00,50.00,4903.00,
2025-02-11,TRADED,,2025-02-13,2025-02-12,2025-02-11T15:15:00+05:30,23070.5,23180.78,BELOW_SMA,23050,PE,NIFTY_23050_PE_13_FEB_25.csv,2025-02-11T15:29:00+05:30,97.85,2025-02-12T09:16:00+05:30,99.75,-26.00,50.00,-76.00,
2025-02-12,TRADED,,2025-02-13,2025-02-13,2025-02-12T15:15:00+05:30,23057.8,22988.75,ABOVE_SMA,23050,CE,NIFTY_23050_CE_13_FEB_25.csv,2025-02-12T15:29:00+05:30,89.0,2025-02-13T09:16:00+05:30,109.15,4719.00,50.00,4669.00,
2025-02-13,TRADED,,2025-02-20,2025-02-14,2025-02-13T15:15:00+05:30,23019.4,23132.52,BELOW_SMA,23000,PE,NIFTY_23000_PE_20_FEB_25.csv,2025-02-13T15:29:00+05:30,157.19,2025-02-14T09:16:00+05:30,111.0,-12529.40,50.00,-12579.40,
2025-02-14,TRADED,,2025-02-20,2025-02-17,2025-02-14T15:15:00+05:30,22897.25,22902.97,BELOW_SMA,22900,PE,NIFTY_22900_PE_20_FEB_25.csv,2025-02-14T15:29:00+05:30,146.44,2025-02-17T09:16:00+05:30,223.45,19502.60,50.00,19452.60,
2025-02-17,TRADED,,2025-02-20,2025-02-18,2025-02-17T15:15:00+05:30,22963.5,22864.70,ABOVE_SMA,22950,CE,NIFTY_22950_CE_20_FEB_25.csv,2025-02-17T15:29:00+05:30,177.75,2025-02-18T09:16:00+05:30,165.45,-3718.00,50.00,-3768.00,
2025-02-18,TRADED,,2025-02-20,2025-02-19,2025-02-18T15:15:00+05:30,22923.15,22889.31,ABOVE_SMA,22900,CE,NIFTY_22900_CE_20_FEB_25.csv,2025-02-18T15:29:00+05:30,132.0,2025-02-19T09:16:00+05:30,97.55,-9477.00,50.00,-9527.00,
2025-02-19,TRADED,,2025-02-20,2025-02-20,2025-02-19T15:15:00+05:30,22914.4,22947.21,BELOW_SMA,22900,PE,NIFTY_22900_PE_20_FEB_25.csv,2025-02-19T15:29:00+05:30,71.65,2025-02-20T09:16:00+05:30,91.6,4667.00,50.00,4617.00,
2025-02-20,TRADED,,2025-02-27,2025-02-21,2025-02-20T15:15:00+05:30,22906.25,22894.60,ABOVE_SMA,22900,CE,NIFTY_22900_CE_27_FEB_25.csv,2025-02-20T15:29:00+05:30,181.35,2025-02-21T09:16:00+05:30,164.05,-5018.00,50.00,-5068.00,
2025-02-21,TRADED,,2025-02-27,2025-02-24,2025-02-21T15:15:00+05:30,22764.35,22786.86,BELOW_SMA,22750,PE,NIFTY_22750_PE_27_FEB_25.csv,2025-02-21T15:29:00+05:30,117.5,2025-02-24T09:16:00+05:30,160.44,10644.40,50.00,10594.40,
2025-02-24,TRADED,,2025-02-27,2025-02-25,2025-02-24T15:15:00+05:30,22548.85,22567.00,BELOW_SMA,22550,PE,NIFTY_22550_PE_27_FEB_25.csv,2025-02-24T15:29:00+05:30,78.45,2025-02-25T09:16:00+05:30,78.3,-559.00,50.00,-609.00,
2025-02-25,TRADED,,2025-02-27,2025-02-27,2025-02-25T15:15:00+05:30,22526.3,22574.33,BELOW_SMA,22550,PE,NIFTY_22550_PE_27_FEB_25.csv,2025-02-25T15:29:00+05:30,50.25,2025-02-27T09:16:00+05:30,26.35,-6734.00,50.00,-6784.00,
2025-02-27,TRADED,,2025-03-06,2025-02-28,2025-02-27T15:15:00+05:30,22510.85,22539.35,BELOW_SMA,22500,PE,NIFTY_22500_PE_06_MAR_25.csv,2025-02-27T15:29:00+05:30,108.65,2025-02-28T09:16:00+05:30,199.8,23179.00,50.00,23129.00,
2025-02-28,TRADED,,2025-03-06,2025-03-03,2025-02-28T15:15:00+05:30,22127.4,22200.59,BELOW_SMA,22150,PE,NIFTY_22150_PE_06_MAR_25.csv,2025-02-28T15:29:00+05:30,133.3,2025-03-03T09:16:00+05:30,93.55,-10855.00,50.00,-10905.00,
2025-03-03,TRADED,,2025-03-06,2025-03-04,2025-03-03T15:15:00+05:30,22143.15,22092.64,ABOVE_SMA,22150,CE,NIFTY_22150_CE_06_MAR_25.csv,2025-03-03T15:29:00+05:30,121.85,2025-03-04T09:16:00+05:30,50.05,-19188.00,50.00,-19238.00,
2025-03-04,TRADED,,2025-03-06,2025-03-05,2025-03-04T15:15:00+05:30,22080.3,22065.48,ABOVE_SMA,22100,CE,NIFTY_22100_CE_06_MAR_25.csv,2025-03-04T15:29:00+05:30,85.35,2025-03-05T09:16:00+05:30,88.05,182.00,50.00,132.00,
2025-03-05,TRADED,,2025-03-06,2025-03-06,2025-03-05T15:15:00+05:30,22346.65,22313.18,ABOVE_SMA,22350,CE,NIFTY_22350_CE_06_MAR_25.csv,2025-03-05T15:29:00+05:30,74.25,2025-03-06T09:16:00+05:30,112.5,9425.00,50.00,9375.00,
2025-03-06,TRADED,,2025-03-13,2025-03-07,2025-03-06T15:15:00+05:30,22529.2,22432.01,ABOVE_SMA,22550,CE,NIFTY_22550_CE_13_MAR_25.csv,2025-03-06T15:29:00+05:30,154.0,2025-03-07T09:16:00+05:30,132.0,-6240.00,50.00,-6290.00,
2025-03-07,TRADED,,2025-03-13,2025-03-10,2025-03-07T15:15:00+05:30,22536.95,22564.86,BELOW_SMA,22550,PE,NIFTY_22550_PE_13_MAR_25.csv,2025-03-07T15:29:00+05:30,127.0,2025-03-10T09:16:00+05:30,130.1,286.00,50.00,236.00,
2025-03-10,TRADED,,2025-03-13,2025-03-11,2025-03-10T15:15:00+05:30,22441.1,22575.33,BELOW_SMA,22450,PE,NIFTY_22450_PE_13_MAR_25.csv,2025-03-10T15:29:00+05:30,120.15,2025-03-11T09:16:00+05:30,177.35,14352.00,50.00,14302.00,
2025-03-11,TRADED,,2025-03-13,2025-03-12,2025-03-11T15:15:00+05:30,22520.5,22453.13,ABOVE_SMA,22500,CE,NIFTY_22500_CE_13_MAR_25.csv,2025-03-11T15:29:00+05:30,116.15,2025-03-12T09:16:00+05:30,118.8,169.00,50.00,119.00,
2025-03-12,TRADED,,2025-03-13,2025-03-13,2025-03-12T15:15:00+05:30,22468.5,22419.46,ABOVE_SMA,22450,CE,NIFTY_22450_CE_13_MAR_25.csv,2025-03-12T15:29:00+05:30,81.35,2025-03-13T09:16:00+05:30,74.0,-2431.00,50.00,-2481.00,
2025-03-13,TRADED,,2025-03-20,2025-03-17,2025-03-13T15:15:00+05:30,22383.3,22455.65,BELOW_SMA,22400,PE,NIFTY_22400_PE_20_MAR_25.csv,2025-03-13T15:29:00+05:30,130.85,2025-03-17T09:16:00+05:30,75.55,-14898.00,50.00,-14948.00,
2025-03-17,TRADED,,2025-03-20,2025-03-18,2025-03-17T15:15:00+05:30,22515.25,22501.77,ABOVE_SMA,22500,CE,NIFTY_22500_CE_20_MAR_25.csv,2025-03-17T15:29:00+05:30,135.94,2025-03-18T09:16:00+05:30,189.0,13275.60,50.00,13225.60,
2025-03-18,TRADED,,2025-03-20,2025-03-19,2025-03-18T15:15:00+05:30,22848.75,22759.58,ABOVE_SMA,22850,CE,NIFTY_22850_CE_20_MAR_25.csv,2025-03-18T15:29:00+05:30,100.6,2025-03-19T09:16:00+05:30,97.5,-1326.00,50.00,-1376.00,
2025-03-19,TRADED,,2025-03-20,2025-03-20,2025-03-19T15:15:00+05:30,22911.8,22901.21,ABOVE_SMA,22900,CE,NIFTY_22900_CE_20_MAR_25.csv,2025-03-19T15:29:00+05:30,98.95,2025-03-20T09:16:00+05:30,127.75,6968.00,50.00,6918.00,
2025-03-20,TRADED,,2025-03-27,2025-03-21,2025-03-20T15:15:00+05:30,23165.7,23106.73,ABOVE_SMA,23150,CE,NIFTY_23150_CE_27_MAR_25.csv,2025-03-20T15:29:00+05:30,155.6,2025-03-21T09:16:00+05:30,157.6,0.00,50.00,-50.00,
2025-03-21,TRADED,,2025-03-27,2025-03-24,2025-03-21T15:15:00+05:30,23355.65,23333.50,ABOVE_SMA,23350,CE,NIFTY_23350_CE_27_MAR_25.csv,2025-03-21T15:29:00+05:30,143.35,2025-03-24T09:16:00+05:30,207.9,16263.00,50.00,16213.00,
2025-03-24,TRADED,,2025-03-27,2025-03-25,2025-03-24T15:15:00+05:30,23674.15,23619.53,ABOVE_SMA,23650,CE,NIFTY_23650_CE_27_MAR_25.csv,2025-03-24T15:29:00+05:30,169.75,2025-03-25T09:16:00+05:30,211.9,10439.00,50.00,10389.00,
2025-03-25,TRADED,,2025-03-27,2025-03-26,2025-03-25T15:15:00+05:30,23605.95,23711.13,BELOW_SMA,23600,PE,NIFTY_23600_PE_27_MAR_25.csv,2025-03-25T15:29:00+05:30,80.0,2025-03-26T09:16:00+05:30,66.4,-4056.00,50.00,-4106.00,
2025-03-26,TRADED,,2025-03-27,2025-03-27,2025-03-26T15:15:00+05:30,23464.3,23597.70,BELOW_SMA,23450,PE,NIFTY_23450_PE_27_MAR_25.csv,2025-03-26T15:29:00+05:30,53.4,2025-03-27T09:16:00+05:30,61.5,1586.00,50.00,1536.00,
2025-03-27,TRADED,,2025-04-03,2025-03-28,2025-03-27T15:15:00+05:30,23601.05,23593.97,ABOVE_SMA,23600,CE,NIFTY_23600_CE_03_APR_25.csv,2025-03-27T15:29:00+05:30,208.5,2025-03-28T09:16:00+05:30,188.7,-5668.00,50.00,-5718.00,
2025-03-28,TRADED,,2025-04-03,2025-04-01,2025-03-28T15:15:00+05:30,23495.15,23547.31,BELOW_SMA,23500,PE,NIFTY_23500_PE_03_APR_25.csv,2025-03-28T15:29:00+05:30,102.75,2025-04-01T09:16:00+05:30,145.5,10595.00,50.00,10545.00,
2025-04-01,TRADED,,2025-04-03,2025-04-02,2025-04-01T15:15:00+05:30,23179.7,23249.91,BELOW_SMA,23200,PE,NIFTY_23200_PE_03_APR_25.csv,2025-04-01T15:29:00+05:30,101.5,2025-04-02T09:16:00+05:30,86.55,-4407.00,50.00,-4457.00,
2025-04-02,TRADED,,2025-04-03,2025-04-03,2025-04-02T15:15:00+05:30,23330.8,23278.42,ABOVE_SMA,23350,CE,NIFTY_23350_CE_03_APR_25.csv,2025-04-02T15:29:00+05:30,57.5,2025-04-03T09:16:00+05:30,7.85,-13429.00,50.00,-13479.00,
2025-04-03,TRADED,,2025-04-09,2025-04-04,2025-04-03T15:15:00+05:30,23241.6,23265.57,BELOW_SMA,23250,PE,NIFTY_23250_PE_09_APR_25.csv,2025-04-03T15:29:00+05:30,162.8,2025-04-04T09:16:00+05:30,244.9,20826.00,50.00,20776.00,
2025-04-04,TRADED,,2025-04-09,2025-04-07,2025-04-04T15:15:00+05:30,22912.05,22953.71,BELOW_SMA,22900,PE,NIFTY_22900_PE_09_APR_25.csv,2025-04-04T15:29:00+05:30,121.9,2025-04-07T09:16:00+05:30,686.7,146328.00,50.00,146278.00,
2025-04-07,TRADED,,2025-04-09,2025-04-08,2025-04-07T15:15:00+05:30,22238.0,21984.42,ABOVE_SMA,22250,CE,NIFTY_22250_CE_09_APR_25.csv,2025-04-07T15:29:00+05:30,303.85,2025-04-08T09:16:00+05:30,412.5,27729.00,50.00,27679.00,
2025-04-08,TRADED,,2025-04-09,2025-04-09,2025-04-08T15:15:00+05:30,22547.2,22516.34,ABOVE_SMA,22550,CE,NIFTY_22550_CE_09_APR_25.csv,2025-04-08T15:29:00+05:30,188.3,2025-04-09T09:16:00+05:30,78.65,-29029.00,50.00,-29079.00,
2025-04-09,TRADED,,2025-04-17,2025-04-11,2025-04-09T15:15:00+05:30,22420.4,22408.67,ABOVE_SMA,22400,CE,NIFTY_22400_CE_17_APR_25.csv,2025-04-09T15:29:00+05:30,334.15,2025-04-11T09:16:00+05:30,502.0,43121.00,50.00,43071.00,
2025-04-11,TRADED,,2025-04-17,2025-04-15,2025-04-11T15:15:00+05:30,22844.5,22841.92,ABOVE_SMA,22850,CE,NIFTY_22850_CE_17_APR_25.csv,2025-04-11T15:29:00+05:30,259.75,2025-04-15T09:16:00+05:30,483.95,57772.00,50.00,57722.00,
2025-04-15,TRADED,,2025-04-17,2025-04-16,2025-04-15T15:15:00+05:30,23344.1,23319.80,ABOVE_SMA,23350,CE,NIFTY_23350_CE_17_APR_25.csv,2025-04-15T15:29:00+05:30,85.95,2025-04-16T09:16:00+05:30,34.9,-13793.00,50.00,-13843.00,
2025-04-16,TRADED,,2025-04-17,2025-04-17,2025-04-16T15:15:00+05:30,23433.3,23355.16,ABOVE_SMA,23450,CE,NIFTY_23450_CE_17_APR_25.csv,2025-04-16T15:29:00+05:30,56.95,2025-04-17T09:16:00+05:30,20.8,-9919.00,50.00,-9969.00,
2025-04-17,TRADED,,2025-04-24,2025-04-21,2025-04-17T15:15:00+05:30,23837.75,23636.06,ABOVE_SMA,23850,CE,NIFTY_23850_CE_24_APR_25.csv,2025-04-17T15:29:00+05:30,191.65,2025-04-21T09:16:00+05:30,226.9,8645.00,50.00,8595.00,
2025-04-21,TRADED,,2025-04-24,2025-04-22,2025-04-21T15:15:00+05:30,24121.2,24112.33,ABOVE_SMA,24100,CE,NIFTY_24100_CE_24_APR_25.csv,2025-04-21T15:29:00+05:30,133.3,2025-04-22T09:16:00+05:30,126.3,-2340.00,50.00,-2390.00,
2025-04-22,TRADED,,2025-04-24,2025-04-23,2025-04-22T15:15:00+05:30,24134.05,24187.02,BELOW_SMA,24150,PE,NIFTY_24150_PE_24_APR_25.csv,2025-04-22T15:29:00+05:30,86.0,2025-04-23T09:16:00+05:30,36.54,-13379.60,50.00,-13429.60,
2025-04-23,TRADED,,2025-04-24,2025-04-24,2025-04-23T15:15:00+05:30,24300.85,24254.51,ABOVE_SMA,24300,CE,NIFTY_24300_CE_24_APR_25.csv,2025-04-23T15:29:00+05:30,64.34,2025-04-24T09:16:00+05:30,30.75,-9253.40,50.00,-9303.40,
2025-04-24,TRADED,,2025-04-30,2025-04-25,2025-04-24T15:15:00+05:30,24245.05,24260.66,BELOW_SMA,24250,PE,NIFTY_24250_PE_30_APR_25.csv,2025-04-24T15:29:00+05:30,184.5,2025-04-25T09:16:00+05:30,132.0,-14170.00,50.00,-14220.00,
2025-04-25,TRADED,,2025-04-30,2025-04-28,2025-04-25T15:15:00+05:30,23991.65,24025.77,BELOW_SMA,24000,PE,NIFTY_24000_PE_30_APR_25.csv,2025-04-25T15:29:00+05:30,165.85,2025-04-28T09:16:00+05:30,94.05,-19188.00,50.00,-19238.00,
2025-04-28,TRADED,,2025-04-30,2025-04-29,2025-04-28T15:15:00+05:30,24312.9,24285.76,ABOVE_SMA,24300,CE,NIFTY_24300_CE_30_APR_25.csv,2025-04-28T15:29:00+05:30,127.85,2025-04-29T09:16:00+05:30,163.15,8658.00,50.00,8608.00,
2025-04-29,TRADED,,2025-04-30,2025-04-30,2025-04-29T15:15:00+05:30,24325.45,24345.77,BELOW_SMA,24350,PE,NIFTY_24350_PE_30_APR_25.csv,2025-04-29T15:29:00+05:30,70.75,2025-04-30T09:16:00+05:30,95.35,5876.00,50.00,5826.00,
2025-04-30,TRADED,,2025-05-08,2025-05-02,2025-04-30T15:15:00+05:30,24246.25,24338.16,BELOW_SMA,24250,PE,NIFTY_24250_PE_08_MAY_25.csv,2025-04-30T15:29:00+05:30,218.85,2025-05-02T09:16:00+05:30,134.4,-22477.00,50.00,-22527.00,
2025-05-02,TRADED,,2025-05-08,2025-05-05,2025-05-02T15:15:00+05:30,24313.65,24389.81,BELOW_SMA,24300,PE,NIFTY_24300_PE_08_MAY_25.csv,2025-05-02T15:29:00+05:30,160.55,2025-05-05T09:16:00+05:30,87.4,-19539.00,50.00,-19589.00,
