entry_date,status,skip_reason,expiry_date,exit_date,spot_entry_timestamp,spot_entry_open,spot_exit_timestamp,spot_exit_open,atm_strike,sell_ce_strike,sell_ce_entry_timestamp,sell_ce_entry_open,sell_ce_exit_timestamp,sell_ce_exit_open,sell_pe_strike,sell_pe_entry_timestamp,sell_pe_entry_open,sell_pe_exit_timestamp,sell_pe_exit_open,buy_ce_strike,buy_ce_entry_timestamp,buy_ce_entry_open,buy_ce_exit_timestamp,buy_ce_exit_open,buy_pe_strike,buy_pe_entry_timestamp,buy_pe_entry_open,buy_pe_exit_timestamp,buy_pe_exit_open,entry_credit_points,entry_debit_points,net_entry_credit_points,gross_pnl,brokerage,net_pnl,adjustments,remarks
2025-07-07,TRADED,,2025-07-17,2025-07-14,2025-07-07T09:30:00+05:30,25441.4,2025-07-14T09:25:00+05:30,25054.7,25450,26050,2025-07-07T09:30:00+05:30,29.2,2025-07-14T09:25:00+05:30,2.3,24800,2025-07-07T09:30:00+05:30,31.45,2025-07-14T09:25:00+05:30,33.4,26350,2025-07-07T09:30:00+05:30,9.25,2025-07-14T09:25:00+05:30,1.45,24350,2025-07-07T09:30:00+05:30,10.6,2025-07-14T09:25:00+05:30,6.35,60.65,19.85,40.80,1274.00,200.00,1074.00,0,
2025-07-14,TRADED,,2025-07-24,2025-07-21,2025-07-14T09:30:00+05:30,25071.9,2025-07-21T09:25:00+05:30,24925.8,25050,25700,2025-07-14T09:30:00+05:30,27.4,2025-07-21T09:25:00+05:30,3.8,24500,2025-07-14T09:30:00+05:30,30.5,2025-07-21T09:25:00+05:30,11.9,26100,2025-07-14T09:30:00+05:30,7.7,2025-07-21T09:25:00+05:30,1.6,24050,2025-07-14T09:30:00+05:30,10.25,2025-07-21T09:25:00+05:30,2.95,57.90,17.95,39.95,5408.00,200.00,5208.00,0,
2025-07-21,TRADED,,2025-07-31,2025-07-28,2025-07-21T09:30:00+05:30,24901.9,2025-07-28T09:25:00+05:30,24783.45,24900,25450,2025-07-21T09:30:00+05:30,31.8,2025-07-28T09:25:00+05:30,6.2,24350,2025-07-21T09:30:00+05:30,30.75,2025-07-28T09:25:00+05:30,13.55,25800,2025-07-21T09:30:00+05:30,11.05,2025-07-28T09:25:00+05:30,2.2,23900,2025-07-21T09:30:00+05:30,10.45,2025-07-28T09:25:00+05:30,3.65,62.55,21.50,41.05,4979.00,200.00,4779.00,0,
2025-07-28,TRADED,,2025-08-07,2025-08-04,2025-07-28T09:30:00+05:30,24784.05,2025-08-04T09:25:00+05:30,24647.35,24800,25400,2025-07-28T09:30:00+05:30,30.35,2025-08-04T09:25:00+05:30,4.65,24200,2025-07-28T09:30:00+05:30,28.85,2025-08-04T09:25:00+05:30,21.15,25750,2025-07-28T09:30:00+05:30,10.25,2025-08-04T09:25:00+05:30,1.75,23750,2025-07-28T09:30:00+05:30,9.85,2025-08-04T09:25:00+05:30,4.75,59.20,20.10,39.10,3068.00,200.00,2868.00,0,
2025-08-04,TRADED,,2025-08-14,2025-08-11,2025-08-04T09:30:00+05:30,24659.65,2025-08-11T09:25:00+05:30,24409.6,24650,25300,2025-08-04T09:30:00+05:30,29.55,2025-08-11T09:25:00+05:30,2.45,23950,2025-08-04T09:30:00+05:30,29.7,2025-08-11T09:25:00+05:30,13.65,25650,2025-08-04T09:30:00+05:30,9.4,2025-08-11T09:25:00+05:30,1.35,23400,2025-08-04T09:30:00+05:30,9.75,2025-08-11T09:25:00+05:30,2.7,59.25,19.15,40.10,5213.00,200.00,5013.00,0,
2025-08-11,TRADED,,2025-08-21,2025-08-18,2025-08-11T09:30:00+05:30,24400.9,2025-08-18T09:25:00+05:30,24942.05,24400,25000,2025-08-11T09:30:00+05:30,29.3,2025-08-18T09:25:00+05:30,123.0,23850,2025-08-11T09:30:00+05:30,31.55,2025-08-18T09:25:00+05:30,2.85,25350,2025-08-11T09:30:00+05:30,9.05,2025-08-18T09:25:00+05:30,24.15,23400,2025-08-11T09:30:00+05:30,10.2,2025-08-18T09:25:00+05:30,1.8,60.85,19.25,41.60,-17238.00,200.00,-17438.00,0,
2025-08-18,TRADED,,2025-08-28,2025-08-25,2025-08-18T09:30:00+05:30,24964.8,2025-08-25T09:25:00+05:30,24933.25,24950,25600,2025-08-18T09:30:00+05:30,27.35,2025-08-25T09:25:00+05:30,2.95,24300,2025-08-18T09:30:00+05:30,28.4,2025-08-25T09:25:00+05:30,3.85,25950,2025-08-18T09:30:00+05:30,8.85,2025-08-25T09:25:00+05:30,1.55,23750,2025-08-18T09:30:00+05:30,9.75,2025-08-25T09:25:00+05:30,1.65,55.75,18.60,37.15,6643.00,200.00,6443.00,0,
2025-08-25,TRADED,,2025-09-02,2025-09-01,2025-08-25T09:30:00+05:30,24947.8,2025-09-01T09:25:00+05:30,24529.0,24950,25400,2025-08-25T09:30:00+05:30,27.0,2025-09-01T09:25:00+05:30,0.9,24550,2025-08-25T09:30:00+05:30,27.9,2025-09-01T09:25:00+05:30,65.1,25650,2025-08-25T09:30:00+05:30,9.1,2025-09-01T09:25:00+05:30,0.75,24200,2025-08-25T09:30:00+05:30,9.0,2025-09-01T09:25:00+05:30,5.0,54.90,18.10,36.80,-8177.00,200.00,-8377.00,0,
2025-09-01,TRADED,,2025-09-09,2025-09-08,2025-09-01T09:30:00+05:30,24529.25,2025-09-08T09:25:00+05:30,24766.45,24550,25000,2025-09-01T09:30:00+05:30,29.5,2025-09-08T09:25:00+05:30,11.05,24100,2025-09-01T09:30:00+05:30,29.5,2025-09-08T09:25:00+05:30,1.65,25250,2025-09-01T09:30:00+05:30,9.5,2025-09-08T09:25:00+05:30,1.75,23750,2025-09-01T09:30:00+05:30,9.95,2025-09-08T09:25:00+05:30,1.05,59.00,19.45,39.55,5629.00,200.00,5429.00,0,
2025-09-08,TRADED,,2025-09-16,2025-09-15,2025-09-08T09:30:00+05:30,24787.75,2025-09-15T09:25:00+05:30,25097.7,24800,25200,2025-09-08T09:30:00+05:30,28.55,2025-09-15T09:25:00+05:30,26.8,24400,2025-09-08T09:30:00+05:30,29.4,2025-09-15T09:25:00+05:30,1.8,25450,2025-09-08T09:30:00+05:30,8.25,2025-09-15T09:25:00+05:30,2.35,24050,2025-09-08T09:30:00+05:30,10.05,2025-09-15T09:25:00+05:30,1.3,57.95,18.30,39.65,1742.00,200.00,1542.00,0,
2025-09-15,TRADED,,2025-09-23,2025-09-22,2025-09-15T09:30:00+05:30,25114.3,2025-09-22T09:25:00+05:30,25275.85,25100,25500,2025-09-15T09:30:00+05:30,29.35,2025-09-22T09:25:00+05:30,9.65,24750,2025-09-15T09:30:00+05:30,30.0,2025-09-22T09:25:00+05:30,2.25,25700,2025-09-15T09:30:00+05:30,9.95,2025-09-22T09:25:00+05:30,2.25,24400,2025-09-15T09:30:00+05:30,9.55,2025-09-22T09:25:00+05:30,1.6,59.35,19.50,39.85,6188.00,200.00,5988.00,0,
2025-09-22,TRADED,,2025-09-30,2025-09-29,2025-09-22T09:30:00+05:30,25286.5,2025-09-29T09:25:00+05:30,24703.4,25300,25700,2025-09-22T09:30:00+05:30,27.35,2025-09-29T09:25:00+05:30,1.7,24950,2025-09-22T09:30:00+05:30,31.8,2025-09-29T09:25:00+05:30,211.05,25950,2025-09-22T09:30:00+05:30,8.5,2025-09-29T09:25:00+05:30,1.35,24550,2025-09-22T09:30:00+05:30,10.0,2025-09-29T09:25:00+05:30,18.0,59.15,18.50,40.65,-41795.00,200.00,-41995.00,0,
2025-09-29,TRADED,,2025-10-07,2025-10-06,2025-09-29T09:30:00+05:30,24712.9,2025-10-06T09:25:00+05:30,24917.8,24700,25200,2025-09-29T09:30:00+05:30,31.05,2025-10-06T09:25:00+05:30,3.5,24300,2025-09-29T09:30:00+05:30,30.8,2025-10-06T09:25:00+05:30,2.05,25550,2025-09-29T09:30:00+05:30,9.55,2025-10-06T09:25:00+05:30,1.15,23850,2025-09-29T09:30:00+05:30,9.65,2025-10-06T09:25:00+05:30,1.3,61.85,19.20,42.65,8203.00,200.00,8003.00,0,
2025-10-06,TRADED,,2025-10-14,2025-10-13,2025-10-06T09:30:00+05:30,24900.45,2025-10-13T09:25:00+05:30,25216.6,24900,25250,2025-10-06T09:30:00+05:30,29.55,2025-10-13T09:25:00+05:30,65.2,24550,2025-10-06T09:30:00+05:30,30.0,2025-10-13T09:25:00+05:30,3.5,25450,2025-10-06T09:30:00+05:30,9.65,2025-10-13T09:25:00+05:30,11.7,24250,2025-10-06T09:30:00+05:30,10.35,2025-10-13T09:25:00+05:30,2.4,59.55,20.00,39.55,-5993.00,200.00,-6193.00,0,
2025-10-13,TRADED,,2025-10-28,2025-10-20,2025-10-13T09:30:00+05:30,25196.2,2025-10-20T09:25:00+05:30,25859.95,25200,25850,2025-10-13T09:30:00+05:30,31.7,2025-10-20T09:25:00+05:30,185.7,24400,2025-10-13T09:30:00+05:30,30.95,2025-10-20T09:25:00+05:30,6.8,26200,2025-10-13T09:30:00+05:30,10.55,2025-10-20T09:25:00+05:30,44.1,23500,2025-10-13T09:30:00+05:30,10.0,2025-10-20T09:25:00+05:30,3.35,62.65,20.55,42.10,-28847.00,200.00,-29047.00,0,
2025-10-20,TRADED,,2025-10-28,2025-10-27,2025-10-20T09:30:00+05:30,25879.4,2025-10-27T09:25:00+05:30,25880.1,25900,26300,2025-10-20T09:30:00+05:30,31.05,2025-10-27T09:25:00+05:30,6.6,25400,2025-10-20T09:30:00+05:30,30.25,2025-10-27T09:25:00+05:30,4.4,26550,2025-10-20T09:30:00+05:30,10.0,2025-10-27T09:25:00+05:30,2.45,24800,2025-10-20T09:30:00+05:30,10.35,2025-10-27T09:25:00+05:30,2.15,61.30,20.35,40.95,6903.00,200.00,6703.00,0,
2025-10-27,TRADED,,2025-11-04,2025-11-03,2025-10-27T09:30:00+05:30,25889.15,2025-11-03T09:25:00+05:30,25675.3,25900,26500,2025-10-27T09:30:00+05:30,31.35,2025-11-03T09:25:00+05:30,2.45,25400,2025-10-27T09:30:00+05:30,31.4,2025-11-03T09:25:00+05:30,10.35,26800,2025-10-27T09:30:00+05:30,10.3,2025-11-03T09:25:00+05:30,1.55,24900,2025-10-27T09:30:00+05:30,10.2,2025-11-03T09:25:00+05:30,1.8,62.75,20.50,42.25,6448.00,200.00,6248.00,0,
2025-11-03,TRADED,,2025-11-11,2025-11-10,2025-11-03T09:30:00+05:30,25677.7,2025-11-10T09:25:00+05:30,25524.45,25700,26250,2025-11-03T09:30:00+05:30,32.3,2025-11-10T09:25:00+05:30,1.5,25200,2025-11-03T09:30:00+05:30,29.6,2025-11-10T09:25:00+05:30,5.7,26600,2025-11-03T09:30:00+05:30,9.65,2025-11-10T09:25:00+05:30,0.95,24850,2025-11-03T09:30:00+05:30,9.5,2025-11-10T09:25:00+05:30,1.9,61.90,19.15,42.75,7904.00,200.00,7704.00,0,
2025-11-10,TRADED,,2025-11-18,2025-11-17,2025-11-10T09:30:00+05:30,25539.6,2025-11-17T09:25:00+05:30,25943.05,25550,26100,2025-11-10T09:30:00+05:30,26.95,2025-11-17T09:25:00+05:30,32.55,25050,2025-11-10T09:30:00+05:30,29.4,2025-11-17T09:25:00+05:30,1.9,26400,2025-11-10T09:30:00+05:30,8.1,2025-11-17T09:25:00+05:30,2.8,24650,2025-11-10T09:30:00+05:30,9.65,2025-11-17T09:25:00+05:30,1.3,56.35,17.75,38.60,65.00,200.00,-135.00,0,
2025-11-17,TRADED,,2025-11-25,2025-11-24,2025-11-17T09:30:00+05:30,25966.45,2025-11-24T09:25:00+05:30,26099.25,25950,26550,2025-11-17T09:30:00+05:30,28.9,2025-11-24T09:25:00+05:30,2.55,25450,2025-11-17T09:30:00+05:30,31.2,2025-11-24T09:25:00+05:30,2.1,26850,2025-11-17T09:30:00+05:30,8.55,2025-11-24T09:25:00+05:30,1.25,25000,2025-11-17T09:30:00+05:30,10.5,2025-11-24T09:25:00+05:30,1.4,60.10,19.05,41.05,8073.00,200.00,7873.00,0,
2025-11-24,TRADED,,2025-12-02,2025-12-01,2025-11-24T09:30:00+05:30,26113.95,2025-12-01T09:25:00+05:30,26292.5,26100,26650,2025-11-24T09:30:00+05:30,31.25,2025-12-01T09:25:00+05:30,3.15,25600,2025-11-24T09:30:00+05:30,29.1,2025-12-01T09:25:00+05:30,2.2,26900,2025-11-24T09:30:00+05:30,9.2,2025-12-01T09:25:00+05:30,1.25,25200,2025-11-24T09:30:00+05:30,9.15,2025-12-01T09:25:00+05:30,1.4,60.35,18.35,42.00,8138.00,200.00,7938.00,0,
2025-12-01,TRADED,,2025-12-09,2025-12-08,2025-12-01T09:30:00+05:30,26284.75,2025-12-08T09:25:00+05:30,26167.5,26300,26750,2025-12-01T09:30:00+05:30,27.65,2025-12-08T09:25:00+05:30,1.25,25900,2025-12-01T09:30:00+05:30,31.3,2025-12-08T09:25:00+05:30,7.0,26950,2025-12-01T09:30:00+05:30,9.05,2025-12-08T09:25:00+05:30,1.05,25600,2025-12-01T09:30:00+05:30,10.15,2025-12-08T09:25:00+05:30,2.2,58.95,19.20,39.75,6955.00,200.00,6755.00,0,
2025-12-08,TRADED,,2025-12-16,2025-12-15,2025-12-08T09:30:00+05:30,26139.6,2025-12-15T09:25:00+05:30,25928.05,26150,26550,2025-12-08T09:30:00+05:30,33.65,2025-12-15T09:25:00+05:30,1.6,25800,2025-12-08T09:30:00+05:30,32.2,2025-12-15T09:25:00+05:30,30.15,26750,2025-12-08T09:30:00+05:30,11.35,2025-12-15T09:25:00+05:30,1.25,25500,2025-12-08T09:30:00+05:30,10.2,2025-12-15T09:25:00+05:30,3.8,65.85,21.55,44.30,2496.00,200.00,2296.00,0,
2025-12-15,TRADED,,2025-12-23,2025-12-22,2025-12-15T09:30:00+05:30,25918.75,2025-12-22T09:25:00+05:30,26119.35,25900,26350,2025-12-15T09:30:00+05:30,30.0,2025-12-22T09:25:00+05:30,7.1,25500,2025-12-15T09:30:00+05:30,28.3,2025-12-22T09:25:00+05:30,2.75,26600,2025-12-15T09:30:00+05:30,8.45,2025-12-22T09:25:00+05:30,1.6,25150,2025-12-15T09:30:00+05:30,8.95,2025-12-22T09:25:00+05:30,2.0,58.30,17.40,40.90,6929.00,200.00,6729.00,0,
2025-12-22,TRADED,,2025-12-30,2025-12-29,2025-12-22T09:30:00+05:30,26125.5,2025-12-29T09:25:00+05:30,26057.9,26150,26500,2025-12-22T09:30:00+05:30,28.65,2025-12-29T09:25:00+05:30,1.85,25800,2025-12-22T09:30:00+05:30,29.9,2025-12-29T09:25:00+05:30,3.45,26750,2025-12-22T09:30:00+05:30,8.15,2025-12-29T09:25:00+05:30,1.25,25450,2025-12-22T09:30:00+05:30,9.8,2025-12-29T09:25:00+05:30,1.4,58.55,17.95,40.60,7787.00,200.00,7587.00,0,
2025-12-29,SKIPPED,no_planned_exit_trading_day,,2026-01-05,2025-12-29T09:30:00+05:30,26054.05,2026-01-05T09:25:00+05:30,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0,Spot file is missing exact planned exit timestamp 2026-01-05T09:25:00+05:30.
