entry_date,status,skip_reason,expiry_date,next_trading_day,spot_entry_timestamp,spot_entry_open,atm_strike,sold_ce_entry_timestamp,sold_ce_entry_open,sold_ce_exit_timestamp,sold_ce_exit_open,sold_pe_entry_timestamp,sold_pe_entry_open,sold_pe_exit_timestamp,sold_pe_exit_open,buy_ce_strike,buy_ce_entry_timestamp,buy_ce_entry_open,buy_ce_exit_timestamp,buy_ce_exit_open,buy_pe_strike,buy_pe_entry_timestamp,buy_pe_entry_open,buy_pe_exit_timestamp,buy_pe_exit_open,gross_pnl,brokerage,net_pnl,adjustments,remarks
2025-03-07,TRADED,,2025-03-13,2025-03-10,2025-03-07T15:20:00+05:30,22544.05,22550,2025-03-07T15:20:00+05:30,152.8,2025-03-10T09:16:00+05:30,136.3,2025-03-07T15:20:00+05:30,127.0,2025-03-10T09:16:00+05:30,130.1,22800,2025-03-07T15:20:00+05:30,48.1,2025-03-10T09:16:00+05:30,40.9,22250,2025-03-07T15:20:00+05:30,39.29,2025-03-10T09:16:00+05:30,36.6,-1167.40,200.00,-1367.40,0,
2025-03-10,TRADED,,2025-03-13,2025-03-11,2025-03-10T15:20:00+05:30,22452.8,22450,2025-03-10T15:20:00+05:30,128.2,2025-03-11T09:16:00+05:30,70.35,2025-03-10T15:20:00+05:30,114.85,2025-03-11T09:16:00+05:30,177.35,22700,2025-03-10T15:20:00+05:30,33.8,2025-03-11T09:16:00+05:30,17.25,22200,2025-03-10T15:20:00+05:30,36.7,2025-03-11T09:16:00+05:30,60.75,-1339.00,200.00,-1539.00,0,
2025-03-11,TRADED,,2025-03-13,2025-03-12,2025-03-11T15:20:00+05:30,22503.25,22500,2025-03-11T15:20:00+05:30,107.85,2025-03-12T09:16:00+05:30,118.8,2025-03-11T15:20:00+05:30,100.75,2025-03-12T09:16:00+05:30,68.05,22700,2025-03-11T15:20:00+05:30,29.6,2025-03-12T09:16:00+05:30,29.4,22250,2025-03-11T15:20:00+05:30,29.85,2025-03-12T09:16:00+05:30,15.9,-104.00,200.00,-304.00,0,
2025-03-12,TRADED,,2025-03-13,2025-03-13,2025-03-12T15:20:00+05:30,22460.45,22450,2025-03-12T15:20:00+05:30,81.25,2025-03-13T09:16:00+05:30,74.0,2025-03-12T15:20:00+05:30,57.75,2025-03-13T09:16:00+05:30,34.95,22600,2025-03-12T15:20:00+05:30,23.45,2025-03-13T09:16:00+05:30,17.9,22300,2025-03-12T15:20:00+05:30,19.5,2025-03-13T09:16:00+05:30,10.15,1859.00,200.00,1659.00,0,
2025-03-13,TRADED,,2025-03-20,2025-03-17,2025-03-13T15:20:00+05:30,22407.85,22400,2025-03-13T15:20:00+05:30,143.85,2025-03-17T09:16:00+05:30,199.95,2025-03-13T15:20:00+05:30,124.85,2025-03-17T09:16:00+05:30,75.55,22650,2025-03-13T15:20:00+05:30,43.9,2025-03-17T09:16:00+05:30,66.0,22100,2025-03-13T15:20:00+05:30,36.6,2025-03-17T09:16:00+05:30,19.64,-2511.60,200.00,-2711.60,0,
2025-03-17,TRADED,,2025-03-20,2025-03-18,2025-03-17T15:20:00+05:30,22510.15,22500,2025-03-17T15:20:00+05:30,131.0,2025-03-18T09:16:00+05:30,189.0,2025-03-17T15:20:00+05:30,99.7,2025-03-18T09:16:00+05:30,61.8,22700,2025-03-17T15:20:00+05:30,44.4,2025-03-18T09:16:00+05:30,73.45,22250,2025-03-17T15:20:00+05:30,29.8,2025-03-18T09:16:00+05:30,17.6,-2925.00,200.00,-3125.00,0,
2025-03-18,TRADED,,2025-03-20,2025-03-19,2025-03-18T15:20:00+05:30,22848.65,22850,2025-03-18T15:20:00+05:30,97.95,2025-03-19T09:16:00+05:30,97.5,2025-03-18T15:20:00+05:30,87.2,2025-03-19T09:16:00+05:30,80.5,23000,2025-03-18T15:20:00+05:30,30.85,2025-03-19T09:16:00+05:30,31.3,22600,2025-03-18T15:20:00+05:30,26.3,2025-03-19T09:16:00+05:30,21.95,-1235.00,200.00,-1435.00,0,
2025-03-19,TRADED,,2025-03-20,2025-03-20,2025-03-19T15:20:00+05:30,22900.6,22900,2025-03-19T15:20:00+05:30,97.15,2025-03-20T09:16:00+05:30,127.75,2025-03-19T15:20:00+05:30,67.59,2025-03-20T09:16:00+05:30,31.2,23050,2025-03-19T15:20:00+05:30,30.2,2025-03-20T09:16:00+05:30,40.15,22700,2025-03-19T15:20:00+05:30,23.15,2025-03-20T09:16:00+05:30,8.25,-1861.60,200.00,-2061.60,0,
2025-03-20,TRADED,,2025-03-27,2025-03-21,2025-03-20T15:20:00+05:30,23187.7,23200,2025-03-20T15:20:00+05:30,134.8,2025-03-21T09:16:00+05:30,129.65,2025-03-20T15:20:00+05:30,138.05,2025-03-21T09:16:00+05:30,138.4,23450,2025-03-20T15:20:00+05:30,42.15,2025-03-21T09:16:00+05:30,37.75,22900,2025-03-20T15:20:00+05:30,42.0,2025-03-21T09:16:00+05:30,42.4,-1872.00,200.00,-2072.00,0,
2025-03-21,TRADED,,2025-03-27,2025-03-24,2025-03-21T15:20:00+05:30,23347.3,23350,2025-03-21T15:20:00+05:30,140.6,2025-03-24T09:16:00+05:30,207.9,2025-03-21T15:20:00+05:30,117.6,2025-03-24T09:16:00+05:30,70.09,23600,2025-03-21T15:20:00+05:30,41.0,2025-03-24T09:16:00+05:30,73.15,23050,2025-03-21T15:20:00+05:30,34.29,2025-03-24T09:16:00+05:30,18.95,-2854.80,200.00,-3054.80,0,
2025-03-24,TRADED,,2025-03-27,2025-03-25,2025-03-24T15:20:00+05:30,23661.2,23650,2025-03-24T15:20:00+05:30,162.55,2025-03-25T09:16:00+05:30,211.9,2025-03-24T15:20:00+05:30,111.4,2025-03-25T09:16:00+05:30,84.75,23950,2025-03-24T15:20:00+05:30,46.2,2025-03-25T09:16:00+05:30,68.2,23350,2025-03-24T15:20:00+05:30,34.79,2025-03-25T09:16:00+05:30,25.4,-4703.40,200.00,-4903.40,0,
2025-03-25,TRADED,,2025-03-27,2025-03-26,2025-03-25T15:20:00+05:30,23669.3,23650,2025-03-25T15:20:00+05:30,147.65,2025-03-26T09:16:00+05:30,128.05,2025-03-25T15:20:00+05:30,75.59,2025-03-26T09:16:00+05:30,85.3,23900,2025-03-25T15:20:00+05:30,42.2,2025-03-26T09:16:00+05:30,33.4,23400,2025-03-25T15:20:00+05:30,23.35,2025-03-26T09:16:00+05:30,24.25,-1562.60,200.00,-1762.60,0,
2025-03-26,TRADED,,2025-03-27,2025-03-27,2025-03-26T15:20:00+05:30,23479.4,23500,2025-03-26T15:20:00+05:30,87.9,2025-03-27T09:16:00+05:30,44.45,2025-03-26T15:20:00+05:30,72.15,2025-03-27T09:16:00+05:30,85.95,23700,2025-03-26T15:20:00+05:30,22.7,2025-03-27T09:16:00+05:30,9.35,23300,2025-03-26T15:20:00+05:30,20.1,2025-03-27T09:16:00+05:30,23.6,3068.00,200.00,2868.00,0,
2025-03-27,TRADED,,2025-04-03,2025-03-28,2025-03-27T15:20:00+05:30,23588.0,23600,2025-03-27T15:20:00+05:30,199.1,2025-03-28T09:16:00+05:30,188.7,2025-03-27T15:20:00+05:30,124.6,2025-03-28T09:16:00+05:30,135.0,23950,2025-03-27T15:20:00+05:30,60.6,2025-03-28T09:16:00+05:30,56.45,23250,2025-03-27T15:20:00+05:30,40.4,2025-03-28T09:16:00+05:30,41.1,-2977.00,200.00,-3177.00,0,
2025-03-28,TRADED,,2025-04-03,2025-04-01,2025-03-28T15:20:00+05:30,23497.4,23500,2025-03-28T15:20:00+05:30,127.9,2025-04-01T09:16:00+05:30,79.15,2025-03-28T15:20:00+05:30,107.3,2025-04-01T09:16:00+05:30,145.5,23750,2025-03-28T15:20:00+05:30,37.79,2025-04-01T09:16:00+05:30,18.14,23250,2025-03-28T15:20:00+05:30,36.0,2025-04-01T09:16:00+05:30,50.0,-806.00,200.00,-1006.00,0,
2025-04-01,TRADED,,2025-04-03,2025-04-02,2025-04-01T15:20:00+05:30,23171.65,23150,2025-04-01T15:20:00+05:30,140.4,2025-04-02T09:16:00+05:30,138.85,2025-04-01T15:20:00+05:30,74.4,2025-04-02T09:16:00+05:30,68.5,23350,2025-04-01T15:20:00+05:30,44.5,2025-04-02T09:16:00+05:30,43.25,22900,2025-04-01T15:20:00+05:30,23.5,2025-04-02T09:16:00+05:30,19.2,-1586.00,200.00,-1786.00,0,
2025-04-02,TRADED,,2025-04-03,2025-04-03,2025-04-02T15:20:00+05:30,23328.6,23350,2025-04-02T15:20:00+05:30,55.3,2025-04-03T09:16:00+05:30,7.85,2025-04-02T15:20:00+05:30,99.25,2025-04-03T09:16:00+05:30,181.5,23550,2025-04-02T15:20:00+05:30,13.95,2025-04-03T09:16:00+05:30,2.15,23150,2025-04-02T15:20:00+05:30,28.25,2025-04-03T09:16:00+05:30,53.6,-7605.00,200.00,-7805.00,0,
2025-04-03,TRADED,,2025-04-09,2025-04-04,2025-04-03T15:20:00+05:30,23243.55,23250,2025-04-03T15:20:00+05:30,148.5,2025-04-04T09:16:00+05:30,99.05,2025-04-03T15:20:00+05:30,165.35,2025-04-04T09:16:00+05:30,244.9,23550,2025-04-03T15:20:00+05:30,42.4,2025-04-04T09:16:00+05:30,27.1,22900,2025-04-03T15:20:00+05:30,51.5,2025-04-04T09:16:00+05:30,86.9,-4680.00,200.00,-4880.00,0,
2025-04-04,TRADED,,2025-04-09,2025-04-07,2025-04-04T15:20:00+05:30,22902.65,22900,2025-04-04T15:20:00+05:30,112.8,2025-04-07T09:16:00+05:30,20.95,2025-04-04T15:20:00+05:30,128.69,2025-04-07T09:16:00+05:30,686.7,23150,2025-04-04T15:20:00+05:30,31.75,2025-04-07T09:16:00+05:30,6.35,22650,2025-04-04T15:20:00+05:30,44.45,2025-04-07T09:16:00+05:30,482.6,-15966.60,200.00,-16166.60,0,
2025-04-07,TRADED,,2025-04-09,2025-04-08,2025-04-07T15:20:00+05:30,22172.45,22150,2025-04-07T15:20:00+05:30,337.9,2025-04-08T09:16:00+05:30,494.7,2025-04-07T15:20:00+05:30,291.5,2025-04-08T09:16:00+05:30,81.3,22600,2025-04-07T15:20:00+05:30,105.85,2025-04-08T09:16:00+05:30,168.7,21250,2025-04-07T15:20:00+05:30,100.4,2025-04-08T09:16:00+05:30,15.9,6175.00,200.00,5975.00,0,
2025-04-08,TRADED,,2025-04-09,2025-04-09,2025-04-08T15:20:00+05:30,22525.65,22550,2025-04-08T15:20:00+05:30,173.5,2025-04-09T09:16:00+05:30,78.65,2025-04-08T15:20:00+05:30,174.05,2025-04-09T09:16:00+05:30,233.8,22800,2025-04-08T15:20:00+05:30,55.75,2025-04-09T09:16:00+05:30,20.2,22100,2025-04-08T15:20:00+05:30,57.95,2025-04-09T09:16:00+05:30,56.15,-2665.00,200.00,-2865.00,0,
2025-04-09,TRADED,,2025-04-17,2025-04-11,2025-04-09T15:20:00+05:30,22396.5,22400,2025-04-09T15:20:00+05:30,324.8,2025-04-11T09:16:00+05:30,502.0,2025-04-09T15:20:00+05:30,287.6,2025-04-11T09:16:00+05:30,113.45,22900,2025-04-09T15:20:00+05:30,108.0,2025-04-11T09:16:00+05:30,182.75,21600,2025-04-09T15:20:00+05:30,95.35,2025-04-11T09:16:00+05:30,29.95,-442.00,200.00,-642.00,0,
2025-04-11,TRADED,,2025-04-17,2025-04-15,2025-04-11T15:20:00+05:30,22818.15,22800,2025-04-11T15:20:00+05:30,277.55,2025-04-15T09:16:00+05:30,531.7,2025-04-11T15:20:00+05:30,231.9,2025-04-15T09:16:00+05:30,33.0,23250,2025-04-11T15:20:00+05:30,90.95,2025-04-15T09:16:00+05:30,186.25,22250,2025-04-11T15:20:00+05:30,79.0,2025-04-15T09:16:00+05:30,9.75,-9672.00,200.00,-9872.00,0,
2025-04-15,TRADED,,2025-04-17,2025-04-16,2025-04-15T15:20:00+05:30,23327.2,23350,2025-04-15T15:20:00+05:30,79.25,2025-04-16T09:16:00+05:30,34.9,2025-04-15T15:20:00+05:30,126.7,2025-04-16T09:16:00+05:30,125.55,23600,2025-04-15T15:20:00+05:30,21.8,2025-04-16T09:16:00+05:30,7.4,23100,2025-04-15T15:20:00+05:30,38.25,2025-04-16T09:16:00+05:30,25.1,2587.00,200.00,2387.00,0,
2025-04-16,TRADED,,2025-04-17,2025-04-17,2025-04-16T15:20:00+05:30,23439.25,23450,2025-04-16T15:20:00+05:30,58.55,2025-04-17T09:16:00+05:30,20.8,2025-04-16T15:20:00+05:30,119.65,2025-04-17T09:16:00+05:30,109.3,23650,2025-04-16T15:20:00+05:30,19.3,2025-04-17T09:16:00+05:30,4.65,23250,2025-04-16T15:20:00+05:30,32.7,2025-04-17T09:16:00+05:30,10.65,884.00,200.00,684.00,0,
2025-04-17,TRADED,,2025-04-24,2025-04-21,2025-04-17T15:20:00+05:30,23848.95,23850,2025-04-17T15:20:00+05:30,190.3,2025-04-21T09:16:00+05:30,226.9,2025-04-17T15:20:00+05:30,189.9,2025-04-21T09:16:00+05:30,114.6,24200,2025-04-17T15:20:00+05:30,59.95,2025-04-21T09:16:00+05:30,71.09,23350,2025-04-17T15:20:00+05:30,61.9,2025-04-21T09:16:00+05:30,27.4,1908.40,200.00,1708.40,0,
2025-04-21,TRADED,,2025-04-24,2025-04-22,2025-04-21T15:20:00+05:30,24131.25,24150,2025-04-21T15:20:00+05:30,122.7,2025-04-22T09:16:00+05:30,98.4,2025-04-21T15:20:00+05:30,121.6,2025-04-22T09:16:00+05:30,115.95,24400,2025-04-21T15:20:00+05:30,41.85,2025-04-22T09:16:00+05:30,30.95,23850,2025-04-21T15:20:00+05:30,38.25,2025-04-22T09:16:00+05:30,28.15,247.00,200.00,47.00,0,
2025-04-22,TRADED,,2025-04-24,2025-04-23,2025-04-22T15:20:00+05:30,24165.0,24150,2025-04-22T15:20:00+05:30,107.3,2025-04-23T09:16:00+05:30,170.8,2025-04-22T15:20:00+05:30,82.05,2025-04-23T09:16:00+05:30,36.54,24350,2025-04-22T15:20:00+05:30,35.25,2025-04-23T09:16:00+05:30,59.55,23950,2025-04-22T15:20:00+05:30,28.0,2025-04-23T09:16:00+05:30,13.8,-4131.40,200.00,-4331.40,0,
2025-04-23,TRADED,,2025-04-24,2025-04-24,2025-04-23T15:20:00+05:30,24328.15,24350,2025-04-23T15:20:00+05:30,49.6,2025-04-24T09:16:00+05:30,19.64,2025-04-23T15:20:00+05:30,94.55,2025-04-24T09:16:00+05:30,105.55,24600,2025-04-23T15:20:00+05:30,14.05,2025-04-24T09:16:00+05:30,4.55,24200,2025-04-23T15:20:00+05:30,25.1,2025-04-24T09:16:00+05:30,19.3,-1128.40,200.00,-1328.40,0,
2025-04-24,TRADED,,2025-04-30,2025-04-25,2025-04-24T15:20:00+05:30,24253.4,24250,2025-04-24T15:20:00+05:30,207.4,2025-04-25T09:16:00+05:30,250.15,2025-04-24T15:20:00+05:30,181.8,2025-04-25T09:16:00+05:30,132.0,24600,2025-04-24T15:20:00+05:30,66.7,2025-04-25T09:16:00+05:30,81.59,23800,2025-04-24T15:20:00+05:30,61.3,2025-04-25T09:16:00+05:30,41.3,-1575.60,200.00,-1775.60,0,
2025-04-25,TRADED,,2025-04-30,2025-04-28,2025-04-25T15:20:00+05:30,24034.8,24050,2025-04-25T15:20:00+05:30,171.15,2025-04-28T09:16:00+05:30,185.55,2025-04-25T15:20:00+05:30,174.6,2025-04-28T09:16:00+05:30,110.15,24350,2025-04-25T15:20:00+05:30,59.05,2025-04-28T09:16:00+05:30,55.45,23600,2025-04-25T15:20:00+05:30,59.55,2025-04-28T09:16:00+05:30,31.9,2808.00,200.00,2608.00,0,
2025-04-28,TRADED,,2025-04-30,2025-04-29,2025-04-28T15:20:00+05:30,24336.5,24350,2025-04-28T15:20:00+05:30,101.6,2025-04-29T09:16:00+05:30,127.2,2025-04-28T15:20:00+05:30,101.25,2025-04-29T09:16:00+05:30,55.0,24550,2025-04-28T15:20:00+05:30,30.6,2025-04-29T09:16:00+05:30,38.0,24050,2025-04-28T15:20:00+05:30,35.1,2025-04-29T09:16:00+05:30,16.2,299.00,200.00,99.00,0,
2025-04-29,TRADED,,2025-04-30,2025-04-30,2025-04-29T15:20:00+05:30,24338.85,24350,2025-04-29T15:20:00+05:30,43.7,2025-04-30T09:16:00+05:30,16.5,2025-04-29T15:20:00+05:30,69.8,2025-04-30T09:16:00+05:30,95.35,24500,2025-04-29T15:20:00+05:30,13.85,2025-04-30T09:16:00+05:30,5.7,24200,2025-04-29T15:20:00+05:30,23.85,2025-04-30T09:16:00+05:30,22.0,-4251.00,200.00,-4451.00,0,
2025-04-30,TRADED,,2025-05-08,2025-05-02,2025-04-30T15:20:00+05:30,24323.75,24300,2025-04-30T15:20:00+05:30,271.5,2025-05-02T09:16:00+05:30,302.3,2025-04-30T15:20:00+05:30,211.85,2025-05-02T09:16:00+05:30,150.75,24700,2025-04-30T15:20:00+05:30,83.9,2025-05-02T09:16:00+05:30,93.9,23650,2025-04-30T15:20:00+05:30,71.34,2025-05-02T09:16:00+05:30,40.75,444.60,200.00,244.60,0,
2025-05-02,TRADED,,2025-05-08,2025-05-05,2025-05-02T15:20:00+05:30,24329.05,24350,2025-05-02T15:20:00+05:30,149.75,2025-05-05T09:16:00+05:30,187.2,2025-05-02T15:20:00+05:30,191.95,2025-05-05T09:16:00+05:30,105.35,24650,2025-05-02T15:20:00+05:30,48.6,2025-05-05T09:16:00+05:30,58.75,23900,2025-05-02T15:20:00+05:30,66.7,2025-05-05T09:16:00+05:30,29.8,3744.00,200.00,3544.00,0,
2025-05-05,TRADED,,2025-05-08,2025-05-06,2025-05-05T15:20:00+05:30,24470.15,24450,2025-05-05T15:20:00+05:30,110.1,2025-05-06T09:16:00+05:30,101.45,2025-05-05T15:20:00+05:30,99.15,2025-05-06T09:16:00+05:30,88.5,24650,2025-05-05T15:20:00+05:30,34.54,2025-05-06T09:16:00+05:30,30.7,24100,2025-05-05T15:20:00+05:30,31.2,2025-05-06T09:16:00+05:30,22.0,-452.40,200.00,-652.40,0,
2025-05-06,TRADED,,2025-05-08,2025-05-07,2025-05-06T15:20:00+05:30,24364.6,24350,2025-05-06T15:20:00+05:30,73.8,2025-05-07T09:16:00+05:30,88.95,2025-05-06T15:20:00+05:30,85.75,2025-05-07T09:16:00+05:30,94.35,24500,2025-05-06T15:20:00+05:30,23.1,2025-05-07T09:16:00+05:30,26.8,24000,2025-05-06T15:20:00+05:30,28.25,2025-05-07T09:16:00+05:30,34.2,-5746.00,200.00,-5946.00,0,
2025-05-07,TRADED,,2025-05-08,2025-05-08,2025-05-07T15:20:00+05:30,24409.75,24400,2025-05-07T15:20:00+05:30,42.3,2025-05-08T09:16:00+05:30,41.8,2025-05-07T15:20:00+05:30,79.75,2025-05-08T09:16:00+05:30,29.25,24550,2025-05-07T15:20:00+05:30,14.15,2025-05-08T09:16:00+05:30,9.65,24100,2025-05-07T15:20:00+05:30,27.6,2025-05-08T09:16:00+05:30,3.95,3861.00,200.00,3661.00,0,
2025-05-08,TRADED,,2025-05-15,2025-05-09,2025-05-08T15:20:00+05:30,24266.1,24250,2025-05-08T15:20:00+05:30,256.39,2025-05-09T09:16:00+05:30,194.45,2025-05-08T15:20:00+05:30,277.35,2025-05-09T09:16:00+05:30,346.55,24600,2025-05-08T15:20:00+05:30,89.05,2025-05-09T09:16:00+05:30,64.09,23300,2025-05-08T15:20:00+05:30,91.4,2025-05-09T09:16:00+05:30,120.9,-2787.20,200.00,-2987.20,0,
2025-05-09,TRADED,,2025-05-15,2025-05-12,2025-05-09T15:20:00+05:30,24017.6,24000,2025-05-09T15:20:00+05:30,233.6,2025-05-12T09:16:00+05:30,544.0,2025-05-09T15:20:00+05:30,237.55,2025-05-12T09:16:00+05:30,20.55,24350,2025-05-09T15:20:00+05:30,79.75,2025-05-12T09:16:00+05:30,247.85,23250,2025-05-09T15:20:00+05:30,81.15,2025-05-12T09:16:00+05:30,6.95,-1950.00,200.00,-2150.00,0,
2025-05-12,TRADED,,2025-05-15,2025-05-13,2025-05-12T15:20:00+05:30,24941.45,24950,2025-05-12T15:20:00+05:30,207.45,2025-05-13T09:16:00+05:30,189.2,2025-05-12T15:20:00+05:30,180.45,2025-05-13T09:16:00+05:30,180.1,25300,2025-05-12T15:20:00+05:30,63.45,2025-05-13T09:16:00+05:30,59.45,24450,2025-05-12T15:20:00+05:30,58.2,2025-05-13T09:16:00+05:30,44.8,-1768.00,200.00,-1968.00,0,
2025-05-13,TRADED,,2025-05-15,2025-05-14,2025-05-13T15:20:00+05:30,24580.05,24600,2025-05-13T15:20:00+05:30,131.44,2025-05-14T09:16:00+05:30,115.0,2025-05-13T15:20:00+05:30,150.75,2025-05-14T09:16:00+05:30,135.15,24900,2025-05-13T15:20:00+05:30,43.65,2025-05-14T09:16:00+05:30,29.0,24300,2025-05-13T15:20:00+05:30,43.85,2025-05-14T09:16:00+05:30,34.95,127.40,200.00,-72.60,0,
2025-05-14,TRADED,,2025-05-15,2025-05-15,2025-05-14T15:20:00+05:30,24658.15,24650,2025-05-14T15:20:00+05:30,78.05,2025-05-15T09:16:00+05:30,65.3,2025-05-14T15:20:00+05:30,109.5,2025-05-15T09:16:00+05:30,75.65,24850,2025-05-14T15:20:00+05:30,27.0,2025-05-15T09:16:00+05:30,15.5,24450,2025-05-14T15:20:00+05:30,33.85,2025-05-15T09:16:00+05:30,20.95,3692.00,200.00,3492.00,0,
2025-05-15,TRADED,,2025-05-22,2025-05-16,2025-05-15T15:20:00+05:30,25050.45,25050,2025-05-15T15:20:00+05:30,188.4,2025-05-16T09:16:00+05:30,189.5,2025-05-15T15:20:00+05:30,206.8,2025-05-16T09:16:00+05:30,205.65,25400,2025-05-15T15:20:00+05:30,60.1,2025-05-16T09:16:00+05:30,62.45,24550,2025-05-15T15:20:00+05:30,67.55,2025-05-16T09:16:00+05:30,60.25,-3354.00,200.00,-3554.00,0,
2025-05-16,TRADED,,2025-05-22,2025-05-19,2025-05-16T15:20:00+05:30,25017.5,25000,2025-05-16T15:20:00+05:30,192.8,2025-05-19T09:16:00+05:30,163.35,2025-05-16T15:20:00+05:30,162.6,2025-05-19T09:16:00+05:30,179.5,25350,2025-05-16T15:20:00+05:30,61.6,2025-05-19T09:16:00+05:30,47.0,24600,2025-05-16T15:20:00+05:30,54.65,2025-05-19T09:16:00+05:30,55.0,-2522.00,200.00,-2722.00,0,
2025-05-19,TRADED,,2025-05-22,2025-05-20,2025-05-19T15:20:00+05:30,24944.85,24950,2025-05-19T15:20:00+05:30,149.15,2025-05-20T09:16:00+05:30,162.3,2025-05-19T15:20:00+05:30,163.8,2025-05-20T09:16:00+05:30,114.35,25300,2025-05-19T15:20:00+05:30,43.15,2025-05-20T09:16:00+05:30,42.7,24600,2025-05-19T15:20:00+05:30,49.25,2025-05-20T09:16:00+05:30,26.95,1443.00,200.00,1243.00,0,
2025-05-20,TRADED,,2025-05-22,2025-05-21,2025-05-20T15:20:00+05:30,24676.6,24700,2025-05-20T15:20:00+05:30,133.6,2025-05-21T09:16:00+05:30,130.9,2025-05-20T15:20:00+05:30,102.05,2025-05-21T09:16:00+05:30,85.05,25000,2025-05-20T15:20:00+05:30,39.85,2025-05-21T09:16:00+05:30,32.79,24450,2025-05-20T15:20:00+05:30,32.25,2025-05-21T09:16:00+05:30,22.4,-1354.60,200.00,-1554.60,0,
2025-05-21,TRADED,,2025-05-22,2025-05-22,2025-05-21T15:20:00+05:30,24811.05,24800,2025-05-21T15:20:00+05:30,99.6,2025-05-22T09:16:00+05:30,56.0,2025-05-21T15:20:00+05:30,109.75,2025-05-22T09:16:00+05:30,173.95,25050,2025-05-21T15:20:00+05:30,29.9,2025-05-22T09:16:00+05:30,17.7,24550,2025-05-21T15:20:00+05:30,31.1,2025-05-22T09:16:00+05:30,45.5,-6864.00,200.00,-7064.00,0,
